"CultureName","Name","FormatString"
"it-IT","YearMonthPattern","MMMM yyyy"
"it-SM","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"it-SM","LongDatePattern","dddd d MMMM yyyy"
"it-SM","LongTimePattern","HH:mm:ss"
"it-SM","MonthDayPattern","d MMMM"
"it-SM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"it-SM","ShortDatePattern","dd/MM/yyyy"
"it-SM","ShortTimePattern","HH:mm"
"it-SM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"it-SM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"it-SM","YearMonthPattern","MMMM yyyy"
"it-VA","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"it-VA","LongDatePattern","dddd d MMMM yyyy"
"it-VA","LongTimePattern","HH:mm:ss"
"it-VA","MonthDayPattern","d MMMM"
"it-VA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"it-VA","ShortDatePattern","dd/MM/yyyy"
"it-VA","ShortTimePattern","HH:mm"
"it-VA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"it-VA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"it-VA","YearMonthPattern","MMMM yyyy"
"iu","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"iu","LongDatePattern","dddd, MMMM d, yyyy"
"iu","LongTimePattern","h:mm:ss tt"
"iu","MonthDayPattern","MMMM d"
"iu","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"iu","ShortDatePattern","MM/dd/yyyy"
"iu","ShortTimePattern","h:mm tt"
"iu","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"iu","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"iu","YearMonthPattern","yyyy MMMM"
"iu-CA","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"iu-CA","LongDatePattern","dddd, MMMM d, yyyy"
"iu-CA","LongTimePattern","h:mm:ss tt"
"iu-CA","MonthDayPattern","MMMM d"
"iu-CA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"iu-CA","ShortDatePattern","MM/dd/yyyy"
"iu-CA","ShortTimePattern","h:mm tt"
"iu-CA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"iu-CA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"iu-CA","YearMonthPattern","yyyy MMMM"
"iu-Latn","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"iu-Latn","LongDatePattern","yyyy MMMM d, dddd"
"iu-Latn","LongTimePattern","HH:mm:ss"
"iu-Latn","MonthDayPattern","MMMM d"
"iu-Latn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"iu-Latn","ShortDatePattern","yyyy-MM-dd"
"iu-Latn","ShortTimePattern","HH:mm"
"iu-Latn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"iu-Latn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"iu-Latn","YearMonthPattern","yyyy MMMM"
"iu-Latn-CA","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"iu-Latn-CA","LongDatePattern","yyyy MMMM d, dddd"
"iu-Latn-CA","LongTimePattern","HH:mm:ss"
"iu-Latn-CA","MonthDayPattern","MMMM d"
"iu-Latn-CA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"iu-Latn-CA","ShortDatePattern","yyyy-MM-dd"
"iu-Latn-CA","ShortTimePattern","HH:mm"
"iu-Latn-CA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"iu-Latn-CA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"iu-Latn-CA","YearMonthPattern","yyyy MMMM"
"ja","FullDateTimePattern","yyyy年M月d日dddd H:mm:ss"
"ja","LongDatePattern","yyyy年M月d日dddd"
"ja","LongTimePattern","H:mm:ss"
"ja","MonthDayPattern","M月d日"
"ja","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ja","ShortDatePattern","yyyy/MM/dd"
"ja","ShortTimePattern","H:mm"
"ja","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ja","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ja","YearMonthPattern","yyyy年M月"
"ja-JP","FullDateTimePattern","yyyy年M月d日dddd H:mm:ss"
"ja-JP","LongDatePattern","yyyy年M月d日dddd"
"ja-JP","LongTimePattern","H:mm:ss"
"ja-JP","MonthDayPattern","M月d日"
"ja-JP","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ja-JP","ShortDatePattern","yyyy/MM/dd"
"ja-JP","ShortTimePattern","H:mm"
"ja-JP","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ja-JP","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ja-JP","YearMonthPattern","yyyy年M月"
"jgo","FullDateTimePattern","dddd, yyyy MMMM dd HH:mm:ss"
"jgo","LongDatePattern","dddd, yyyy MMMM dd"
"jgo","LongTimePattern","HH:mm:ss"
"jgo","MonthDayPattern","MMMM d"
"jgo","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jgo","ShortDatePattern","yyyy-MM-dd"
"jgo","ShortTimePattern","HH:mm"
"jgo","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jgo","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jgo","YearMonthPattern","yyyy MMMM"
"jgo-CM","FullDateTimePattern","dddd, yyyy MMMM dd HH:mm:ss"
"jgo-CM","LongDatePattern","dddd, yyyy MMMM dd"
"jgo-CM","LongTimePattern","HH:mm:ss"
"jgo-CM","MonthDayPattern","MMMM d"
"jgo-CM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jgo-CM","ShortDatePattern","yyyy-MM-dd"
"jgo-CM","ShortTimePattern","HH:mm"
"jgo-CM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jgo-CM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jgo-CM","YearMonthPattern","yyyy MMMM"
"jmc","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"jmc","LongDatePattern","dddd, d MMMM yyyy"
"jmc","LongTimePattern","HH:mm:ss"
"jmc","MonthDayPattern","MMMM d"
"jmc","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jmc","ShortDatePattern","dd/MM/yyyy"
"jmc","ShortTimePattern","HH:mm"
"jmc","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jmc","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jmc","YearMonthPattern","MMMM yyyy"
"jmc-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"jmc-TZ","LongDatePattern","dddd, d MMMM yyyy"
"jmc-TZ","LongTimePattern","HH:mm:ss"
"jmc-TZ","MonthDayPattern","MMMM d"
"jmc-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jmc-TZ","ShortDatePattern","dd/MM/yyyy"
"jmc-TZ","ShortTimePattern","HH:mm"
"jmc-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jmc-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jmc-TZ","YearMonthPattern","MMMM yyyy"
"jv","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"jv","LongDatePattern","dddd, d MMMM yyyy"
"jv","LongTimePattern","HH:mm:ss"
"jv","MonthDayPattern","d MMMM"
"jv","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jv","ShortDatePattern","dd-MM-yyyy"
"jv","ShortTimePattern","HH:mm"
"jv","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jv","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jv","YearMonthPattern","MMMM yyyy"
"jv-ID","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"jv-ID","LongDatePattern","dddd, d MMMM yyyy"
"jv-ID","LongTimePattern","HH:mm:ss"
"jv-ID","MonthDayPattern","d MMMM"
"jv-ID","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"jv-ID","ShortDatePattern","dd-MM-yyyy"
"jv-ID","ShortTimePattern","HH:mm"
"jv-ID","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"jv-ID","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"jv-ID","YearMonthPattern","MMMM yyyy"
"ka","FullDateTimePattern","dddd, dd MMMM, yyyy HH:mm:ss"
"ka","LongDatePattern","dddd, dd MMMM, yyyy"
"ka","LongTimePattern","HH:mm:ss"
"ka","MonthDayPattern","d MMMM"
"ka","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ka","ShortDatePattern","dd.MM.yyyy"
"ka","ShortTimePattern","HH:mm"
"ka","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ka","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ka","YearMonthPattern","MMMM, yyyy"
"ka-GE","FullDateTimePattern","dddd, dd MMMM, yyyy HH:mm:ss"
"ka-GE","LongDatePattern","dddd, dd MMMM, yyyy"
"ka-GE","LongTimePattern","HH:mm:ss"
"ka-GE","MonthDayPattern","d MMMM"
"ka-GE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ka-GE","ShortDatePattern","dd.MM.yyyy"
"ka-GE","ShortTimePattern","HH:mm"
"ka-GE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ka-GE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ka-GE","YearMonthPattern","MMMM, yyyy"
"kab","FullDateTimePattern","dddd d MMMM yyyy h:mm:ss tt"
"kab","LongDatePattern","dddd d MMMM yyyy"
"kab","LongTimePattern","h:mm:ss tt"
"kab","MonthDayPattern","d MMMM"
"kab","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kab","ShortDatePattern","d/M/yyyy"
"kab","ShortTimePattern","h:mm tt"
"kab","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kab","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kab","YearMonthPattern","MMMM yyyy"
"kab-DZ","FullDateTimePattern","dddd d MMMM yyyy h:mm:ss tt"
"kab-DZ","LongDatePattern","dddd d MMMM yyyy"
"kab-DZ","LongTimePattern","h:mm:ss tt"
"kab-DZ","MonthDayPattern","d MMMM"
"kab-DZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kab-DZ","ShortDatePattern","d/M/yyyy"
"kab-DZ","ShortTimePattern","h:mm tt"
"kab-DZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kab-DZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kab-DZ","YearMonthPattern","MMMM yyyy"
"kam","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kam","LongDatePattern","dddd, d MMMM yyyy"
"kam","LongTimePattern","HH:mm:ss"
"kam","MonthDayPattern","MMMM d"
"kam","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kam","ShortDatePattern","dd/MM/yyyy"
"kam","ShortTimePattern","HH:mm"
"kam","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kam","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kam","YearMonthPattern","MMMM yyyy"
"kam-KE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kam-KE","LongDatePattern","dddd, d MMMM yyyy"
"kam-KE","LongTimePattern","HH:mm:ss"
"kam-KE","MonthDayPattern","MMMM d"
"kam-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kam-KE","ShortDatePattern","dd/MM/yyyy"
"kam-KE","ShortTimePattern","HH:mm"
"kam-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kam-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kam-KE","YearMonthPattern","MMMM yyyy"
"kde","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kde","LongDatePattern","dddd, d MMMM yyyy"
"kde","LongTimePattern","HH:mm:ss"
"kde","MonthDayPattern","MMMM d"
"kde","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kde","ShortDatePattern","dd/MM/yyyy"
"kde","ShortTimePattern","HH:mm"
"kde","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kde","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kde","YearMonthPattern","MMMM yyyy"
"kde-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kde-TZ","LongDatePattern","dddd, d MMMM yyyy"
"kde-TZ","LongTimePattern","HH:mm:ss"
"kde-TZ","MonthDayPattern","MMMM d"
"kde-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kde-TZ","ShortDatePattern","dd/MM/yyyy"
"kde-TZ","ShortTimePattern","HH:mm"
"kde-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kde-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kde-TZ","YearMonthPattern","MMMM yyyy"
"kea","FullDateTimePattern","dddd, d 'di' MMMM 'di' yyyy HH:mm:ss"
"kea","LongDatePattern","dddd, d 'di' MMMM 'di' yyyy"
"kea","LongTimePattern","HH:mm:ss"
"kea","MonthDayPattern","d 'di' MMMM"
"kea","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kea","ShortDatePattern","d/M/yyyy"
"kea","ShortTimePattern","HH:mm"
"kea","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kea","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kea","YearMonthPattern","MMMM 'di' yyyy"
"kea-CV","FullDateTimePattern","dddd, d 'di' MMMM 'di' yyyy HH:mm:ss"
"kea-CV","LongDatePattern","dddd, d 'di' MMMM 'di' yyyy"
"kea-CV","LongTimePattern","HH:mm:ss"
"kea-CV","MonthDayPattern","d 'di' MMMM"
"kea-CV","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kea-CV","ShortDatePattern","d/M/yyyy"
"kea-CV","ShortTimePattern","HH:mm"
"kea-CV","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kea-CV","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kea-CV","YearMonthPattern","MMMM 'di' yyyy"
"khq","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"khq","LongDatePattern","dddd d MMMM yyyy"
"khq","LongTimePattern","HH:mm:ss"
"khq","MonthDayPattern","d MMMM"
"khq","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"khq","ShortDatePattern","d/M/yyyy"
"khq","ShortTimePattern","HH:mm"
"khq","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"khq","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"khq","YearMonthPattern","MMMM yyyy"
"khq-ML","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"khq-ML","LongDatePattern","dddd d MMMM yyyy"
"khq-ML","LongTimePattern","HH:mm:ss"
"khq-ML","MonthDayPattern","d MMMM"
"khq-ML","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"khq-ML","ShortDatePattern","d/M/yyyy"
"khq-ML","ShortTimePattern","HH:mm"
"khq-ML","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"khq-ML","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"khq-ML","YearMonthPattern","MMMM yyyy"
"ki","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ki","LongDatePattern","dddd, d MMMM yyyy"
"ki","LongTimePattern","HH:mm:ss"
"ki","MonthDayPattern","MMMM d"
"ki","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ki","ShortDatePattern","dd/MM/yyyy"
"ki","ShortTimePattern","HH:mm"
"ki","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ki","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ki","YearMonthPattern","MMMM yyyy"
"ki-KE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ki-KE","LongDatePattern","dddd, d MMMM yyyy"
"ki-KE","LongTimePattern","HH:mm:ss"
"ki-KE","MonthDayPattern","MMMM d"
"ki-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ki-KE","ShortDatePattern","dd/MM/yyyy"
"ki-KE","ShortTimePattern","HH:mm"
"ki-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ki-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ki-KE","YearMonthPattern","MMMM yyyy"
"kk","FullDateTimePattern","yyyy 'ж'. d MMMM, dddd HH:mm:ss"
"kk","LongDatePattern","yyyy 'ж'. d MMMM, dddd"
"kk","LongTimePattern","HH:mm:ss"
"kk","MonthDayPattern","d MMMM"
"kk","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kk","ShortDatePattern","dd.MM.yyyy"
"kk","ShortTimePattern","HH:mm"
"kk","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kk","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kk","YearMonthPattern","yyyy 'ж'. MMMM"
"kk-KZ","FullDateTimePattern","yyyy 'ж'. d MMMM, dddd HH:mm:ss"
"kk-KZ","LongDatePattern","yyyy 'ж'. d MMMM, dddd"
"kk-KZ","LongTimePattern","HH:mm:ss"
"kk-KZ","MonthDayPattern","d MMMM"
"kk-KZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kk-KZ","ShortDatePattern","dd.MM.yyyy"
"kk-KZ","ShortTimePattern","HH:mm"
"kk-KZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kk-KZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kk-KZ","YearMonthPattern","yyyy 'ж'. MMMM"
"kkj","FullDateTimePattern","dddd dd MMMM yyyy HH:mm:ss"
"kkj","LongDatePattern","dddd dd MMMM yyyy"
"kkj","LongTimePattern","HH:mm:ss"
"kkj","MonthDayPattern","MMMM d"
"kkj","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kkj","ShortDatePattern","dd/MM yyyy"
"kkj","ShortTimePattern","HH:mm"
"kkj","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kkj","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kkj","YearMonthPattern","yyyy MMMM"
"kkj-CM","FullDateTimePattern","dddd dd MMMM yyyy HH:mm:ss"
"kkj-CM","LongDatePattern","dddd dd MMMM yyyy"
"kkj-CM","LongTimePattern","HH:mm:ss"
"kkj-CM","MonthDayPattern","MMMM d"
"kkj-CM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kkj-CM","ShortDatePattern","dd/MM yyyy"
"kkj-CM","ShortTimePattern","HH:mm"
"kkj-CM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kkj-CM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kkj-CM","YearMonthPattern","yyyy MMMM"
"kl","FullDateTimePattern","yyyy MMMM d, dddd HH.mm.ss"
"kl","LongDatePattern","yyyy MMMM d, dddd"
"kl","LongTimePattern","HH.mm.ss"
"kl","MonthDayPattern","MMMM d"
"kl","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kl","ShortDatePattern","yyyy-MM-dd"
"kl","ShortTimePattern","HH.mm"
"kl","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kl","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kl","YearMonthPattern","yyyy MMMM"
"kl-GL","FullDateTimePattern","yyyy MMMM d, dddd HH.mm.ss"
"kl-GL","LongDatePattern","yyyy MMMM d, dddd"
"kl-GL","LongTimePattern","HH.mm.ss"
"kl-GL","MonthDayPattern","MMMM d"
"kl-GL","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kl-GL","ShortDatePattern","yyyy-MM-dd"
"kl-GL","ShortTimePattern","HH.mm"
"kl-GL","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kl-GL","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kl-GL","YearMonthPattern","yyyy MMMM"
"kln","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kln","LongDatePattern","dddd, d MMMM yyyy"
"kln","LongTimePattern","HH:mm:ss"
"kln","MonthDayPattern","MMMM d"
"kln","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kln","ShortDatePattern","dd/MM/yyyy"
"kln","ShortTimePattern","HH:mm"
"kln","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kln","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kln","YearMonthPattern","MMMM yyyy"
"kln-KE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"kln-KE","LongDatePattern","dddd, d MMMM yyyy"
"kln-KE","LongTimePattern","HH:mm:ss"
"kln-KE","MonthDayPattern","MMMM d"
"kln-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kln-KE","ShortDatePattern","dd/MM/yyyy"
"kln-KE","ShortTimePattern","HH:mm"
"kln-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kln-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kln-KE","YearMonthPattern","MMMM yyyy"
"km","FullDateTimePattern","dddd d MMMM yyyy h:mm:ss tt"
"km","LongDatePattern","dddd d MMMM yyyy"
"km","LongTimePattern","h:mm:ss tt"
"km","MonthDayPattern","MMMM d"
"km","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"km","ShortDatePattern","d/M/yyyy"
"km","ShortTimePattern","h:mm tt"
"km","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"km","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"km","YearMonthPattern","MMMM yyyy"
"km-KH","FullDateTimePattern","dddd d MMMM yyyy h:mm:ss tt"
"km-KH","LongDatePattern","dddd d MMMM yyyy"
"km-KH","LongTimePattern","h:mm:ss tt"
"km-KH","MonthDayPattern","MMMM d"
"km-KH","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"km-KH","ShortDatePattern","d/M/yyyy"
"km-KH","ShortTimePattern","h:mm tt"
"km-KH","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"km-KH","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"km-KH","YearMonthPattern","MMMM yyyy"
"kn","FullDateTimePattern","dddd, MMMM d, yyyy hh:mm:ss tt"
"kn","LongDatePattern","dddd, MMMM d, yyyy"
"kn","LongTimePattern","hh:mm:ss tt"
"kn","MonthDayPattern","d MMMM"
"kn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kn","ShortDatePattern","d/M/yyyy"
"kn","ShortTimePattern","hh:mm tt"
"kn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kn","YearMonthPattern","MMMM yyyy"
"kn-IN","FullDateTimePattern","dddd, MMMM d, yyyy hh:mm:ss tt"
"kn-IN","LongDatePattern","dddd, MMMM d, yyyy"
"kn-IN","LongTimePattern","hh:mm:ss tt"
"kn-IN","MonthDayPattern","d MMMM"
"kn-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"kn-IN","ShortDatePattern","d/M/yyyy"
"kn-IN","ShortTimePattern","hh:mm tt"
"kn-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"kn-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"kn-IN","YearMonthPattern","MMMM yyyy"
"ko","FullDateTimePattern","yyyy년 M월 d일 dddd tt h:mm:ss"
"ko","LongDatePattern","yyyy년 M월 d일 dddd"
"ko","LongTimePattern","tt h:mm:ss"
"ko","MonthDayPattern","MMMM d일"
"ko","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ko","ShortDatePattern","yyyy. M. d."
"ko","ShortTimePattern","tt h:mm"
"ko","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ko","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ko","YearMonthPattern","yyyy년 MMMM"
"ko-KP","FullDateTimePattern","yyyy년 M월 d일 dddd tt h:mm:ss"
"ko-KP","LongDatePattern","yyyy년 M월 d일 dddd"
"ko-KP","LongTimePattern","tt h:mm:ss"
"ko-KP","MonthDayPattern","MMMM d일"
"ko-KP","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ko-KP","ShortDatePattern","yyyy. M. d."
"ko-KP","ShortTimePattern","tt h:mm"
"ko-KP","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
